Date,RegionName,ZHVIPerSqft_AllHomes
2009-03-31,6053,253.9965362548828
2009-04-30,6053,246.5235595703125
2009-05-31,6053,239.0822296142578
2009-06-30,6053,232.8924560546875
2009-07-31,6053,229.08132934570312
2009-08-31,6053,226.33187866210938
2009-09-30,6053,224.23736572265625
2009-10-31,6053,222.54522705078125
2009-11-30,6053,220.31350708007812
2009-12-31,6053,216.1634063720703
2010-01-31,6053,213.20794677734375
2010-02-28,6053,213.3488006591797
2010-03-31,6053,215.41468811035156
2010-04-30,6053,217.8809051513672
2010-05-31,6053,220.21038818359375
2010-06-30,6053,221.25238037109375
2010-07-31,6053,221.5019073486328
2010-08-31,6053,219.2737579345703
2010-09-30,6053,215.52169799804688
2010-10-31,6053,212.42776489257812
2010-11-30,6053,209.34889221191406
2010-12-31,6053,206.28598022460938
2011-01-31,6053,203.62173461914062
2011-02-28,6053,202.36000061035156
2011-03-31,6053,202.36000061035156
2011-04-30,6053,201.21888732910156
2011-05-31,6053,198.57968139648438
2011-06-30,6053,196.9527587890625
2011-07-31,6053,195.57955932617188
2011-08-31,6053,193.21881103515625
2011-09-30,6053,190.62396240234375
2011-10-31,6053,188.65806579589844
2011-11-30,6053,187.4309844970703
2011-12-31,6053,188.16217041015625
2012-01-31,6053,189.7593994140625
2012-02-29,6053,190.37579345703125
2012-03-31,6053,190.37579345703125
2012-04-30,6053,191.11380004882812
2012-05-31,6053,193.09332275390625
2012-06-30,6053,194.33526611328125
2012-07-31,6053,194.33526611328125
2012-08-31,6053,195.08200073242188
2012-09-30,6053,197.45571899414062
2012-10-31,6053,199.7132110595703
2012-11-30,6053,201.10025024414062
2012-12-31,6053,203.12290954589844
2013-01-31,6053,205.15341186523438
2013-02-28,6053,207.19151306152344
2013-03-31,6053,209.62449645996094
2013-04-30,6053,213.4896240234375
2013-05-31,6053,218.2752685546875
2013-06-30,6053,222.8408966064453
2013-07-31,6053,227.68353271484375
2013-08-31,6053,232.30064392089844
2013-09-30,6053,237.18833923339844
2013-10-31,6053,241.02987670898438
2013-11-30,6053,245.04217529296875
2013-12-31,6053,250.79440307617188
2014-01-31,6053,256.39599609375
2014-02-28,6053,260.2723388671875
2014-03-31,6053,263.07745361328125
2014-04-30,6053,265.22454833984375
2014-05-31,6053,266.54119873046875
2014-06-30,6053,266.9566955566406
2014-07-31,6053,268.4461975097656
2014-08-31,6053,270.5942687988281
2014-09-30,6053,273.1587219238281
2014-10-31,6053,275.9639892578125
2014-11-30,6053,278.1112060546875
2014-12-31,6053,280.25762939453125
2015-01-31,6053,282.8202819824219
2015-02-28,6053,285.20220947265625
2015-03-31,6053,287.10797119140625
2015-04-30,6053,289.90264892578125
2015-05-31,6053,292.458740234375
2015-06-30,6053,295.24664306640625
2015-07-31,6053,297.38055419921875
2015-08-31,6053,299.09552001953125
2015-09-30,6053,300.576904296875
2015-10-31,6053,303.12078857421875
2015-11-30,6053,305.890869140625
2015-12-31,6053,308.4267578125
2016-01-31,6053,311.1859130859375
2016-02-29,6053,312.88348388671875
2016-03-31,6053,314.3529357910156
2016-04-30,6053,316.4598388671875
2016-05-31,6053,318.97650146484375
2016-06-30,6053,322.1231994628906
2016-07-31,6053,325.2607116699219
2016-08-31,6053,328.3886413574219
2016-09-30,6053,331.09625244140625
2016-10-31,6053,333.1697082519531
2016-11-30,6053,335.64752197265625
2016-12-31,6053,337.92431640625
2017-01-31,6053,339.3614501953125
2017-02-28,6053,341.0082702636719
2017-03-31,6053,342.44061279296875
2017-04-30,6053,344.4869689941406
2017-05-31,6053,346.5280456542969
2017-06-30,6053,348.5638427734375
2017-07-31,6053,350.19024658203125
2017-08-31,6053,351.20379638671875
2017-09-30,6053,352.619140625
2017-10-31,6053,354.63848876953125
2017-11-30,6053,354.63847494125366
2017-12-31,6053,357.71098041534424
2018-01-31,6053,361.72880363464355
2018-02-28,6053,365.1652829647064
2018-03-31,6053,368.9136641025543
2018-04-30,6053,372.42135524749756
2018-05-31,6053,375.9971389770508
2018-06-30,6053,379.43907165527344
2018-07-31,6053,382.84832668304443
2018-08-31,6053,386.14847230911255
2018-09-30,6053,389.3688759803772
2018-10-31,6053,392.4786424636841
2018-11-30,6053,395.48377680778503
2018-12-31,6053,398.37071990966797
2019-01-31,6053,401.13923835754395
2019-02-28,6053,403.78328466415405
2019-03-31,6053,406.30213737487793
2019-04-30,6053,408.69382309913635
2019-05-31,6053,410.95882987976074
2019-06-30,6053,413.09781551361084
2019-07-31,6053,415.11273217201233
2019-08-31,6053,417.00614738464355
2019-09-30,6053,418.7812864780426
2019-10-31,6053,420.4419689178467
